ADMINLINK,EMPLOYEE,WAVE,SCWM_CWH,RMZFN,STUDYGROUP,CONDITION,SCEM_DISTI,SCEM_STRSI,SCWM_FTWCI,SCWM_WTFCI,SCWM_TIMEALLI
T0317,1,3,3.25,2,28,1,13.0,13,3.0,3.2,3.142857142857
T0317,1,4,3.5,2,28,1,12.0,13,2.8,3.6,3
T0318,1,1,3.125,2,28,1,9.0,9,2.0,2.4,3.857142857143
T0319,1,1,4.375,2,28,1,6.0,6,2.0,2.0,4.428571428571
T0319,1,2,3.75,2,28,1,7.0,7,2.0,2.4,4.285714285714
T0319,1,3,4.25,2,28,1,9.0,8,2.0,3.2,4.285714285714
T0319,1,4,3.625,2,28,1,9.0,7,2.0,2.4,4.428571428571
T0320,1,1,3.375,2,28,1,12.0,10,3.0,3.2,3
T0320,1,2,3.625,2,28,1,12.0,11,2.8,3.2,3.142857142857
T0320,1,3,3.375,2,28,1,12.0,10,2.0,3.6,3.428571428571
T0320,1,4,3.5,2,28,1,11.0,9,2.2,3.4,3.571428571429
T0321,1,1,3.375,2,28,1,10.0,9,2.0,3.0,3.142857142857
T0321,1,2,3.75,2,28,1,10.0,11,2.2,2.4,3.428571428571
T0321,1,3,4.125,2,28,1,10.0,10,2.0,2.8,3.857142857143
T0321,1,4,4.25,2,28,1,9.0,7,1.8,2.6,3.428571428571
T0322,1,1,3.125,2,28,1,16.0,12,2.4,3.6,3.428571428571
T0322,1,2,3.75,2,28,1,6.0,7,2.0,3.2,3.571428571429
T0322,1,3,3.5,2,28,1,6.0,10,2.2,3.0,3.571428571429
T0322,1,4,3.75,2,28,1,7.0,11,2.0,2.4,3.142857142857
T0323,1,1,3.0,2,28,1,9.0,11,1.8,3.8,3
T0323,1,2,2.75,2,28,1,7.0,10,2.0,3.0,3.857142857143
T0323,1,3,2.75,2,28,1,10.0,11,1.8,3.2,3.142857142857
T0323,1,4,2.875,2,28,1,7.0,10,2.4,2.6,3.571428571429
T0324,1,1,2.875,2,28,1,9.0,7,2.6,4.0,2.571428571429
T0324,1,2,3.0,2,28,1,9.0,7,2.0,4.6,3
T0324,1,4,3.875,2,28,1,9.0,9,2.8,4.0,3.142857142857
T0325,1,1,3.625,2,28,1,15.0,13,4.0,3.8,3.285714285714
T0325,1,2,4.0,2,28,1,11.0,12,3.0,3.4,3.857142857143
T0325,1,3,3.875,2,28,1,13.0,10,3.8,3.8,3.428571428571
T0325,1,4,4.0,2,28,1,14.0,12,3.8,4.0,3.571428571429
T0326,1,1,4.0,2,28,1,13.0,10,3.0,3.6,3.428571428571
T0326,1,2,4.5,2,28,1,14.0,9,2.0,2.0,3.714285714286
T0326,1,3,4.25,2,28,1,16.0,12,2.0,2.0,4.285714285714
T0326,1,4,3.625,2,28,1,19.0,12,2.0,3.0,3.285714285714
T0327,1,1,3.125,2,28,1,10.0,8,2.4,2.6,3
T0327,1,2,3.5,2,28,1,10.0,7,2.6,2.2,4
T0328,1,1,3.875,2,28,1,11.0,6,2.0,2.4,4.571428571429
T0328,1,2,4.0,2,28,1,7.0,4,2.8,3.2,4.428571428571
T0328,1,3,4.125,2,28,1,7.0,6,2.0,4.0,4.285714285714
T0328,1,4,5.0,2,28,1,8.0,9,2.0,2.0,5
T0329,0,1,4.875,2,21,1,13.0, ,2.2,4.2,3.857142857143
T0329,0,2,4.875,2,21,1,8.0, ,2.2,2.2,3.857142857143
T0329,0,3,4.625,2,21,1,9.0, ,2.2,3.4,4.142857142857
T0329,0,4,4.375,2,21,1,8.0, ,1.8,2.4,4.285714285714
T0330,1,1,3.0,2,21,1,10.0,5,2.0,3.2,3.571428571429
T0330,1,2,3.875,2,21,1,9.0,4,2.0,2.0,4.428571428571
T0330,1,3,3.625,2,21,1,13.0,8,2.0,3.2,4.142857142857
T0330,1,4,3.125,2,21,1,10.0,7,2.0,3.8,3.571428571429
T0331,1,1,3.625,2,21,1,9.0,11,2.4,5.0,-8
T0331,1,2,4.5,2,21,1,7.0,4,2.2,3.0,3.333333333333
T0331,1,3,5.0,2,21,1,11.0,8,2.0,2.8,4
T0331,1,4,4.875,2,21,1,8.0,4,1.0,1.4,4.428571428571
T0332,0,1,3.375,1,56,1,10.0, ,1.6,4.8,2.666666666667
T0332,0,2,2.875,1,56,1,10.0, ,1.6,4.2,3.428571428571
T0332,0,3,3.25,1,56,1,10.0, ,2.0,3.8,3.714285714286
T0332,0,4,3.25,1,56,1,7.0, ,2.0,3.8,3
T0333,1,1,2.625,1,56,1,10.0,6,1.2,4.4,2.666666666667
T0333,1,2,2.25,1,56,1,9.0,8,1.4,4.4,2.666666666667
T0333,1,3,2.0,1,56,1,9.0,8,1.0,4.2,2.333333333333
T0334,1,1,3.25,1,56,1,10.0,7,2.2,3.4,3.428571428571
T0334,1,2,3.625,1,56,1,9.0,6,2.0,2.0,4
T0334,1,3,3.375,1,56,1,8.0,5,2.0,2.0,4.142857142857
T0334,1,4,3.25,1,56,1,10.0,8,1.4,2.0,-8
T0335,0,1,4.5,2,21,1,7.0, ,1.0,3.0,4.571428571429
T0335,0,2,3.875,2,21,1,9.0, ,2.0,2.6,4.333333333333
T0335,0,3,4.125,2,21,1,7.0, ,2.0,2.0,4
T0335,0,4,4.125,2,21,1,7.0, ,2.0,2.0,4
T0336,1,1,3.125,2,21,1,14.0,10,2.6,3.8,3.285714285714
T0336,1,2,3.875,2,21,1,11.0,8,2.0,2.6,3.857142857143
T0336,1,3,3.5,2,21,1,10.0,7,2.0,3.4,4.142857142857
T0336,1,4,3.25,2,21,1,10.0,9,2.2,3.6,3.857142857143
T0337,0,1,3.375,1,56,1,14.0, ,1.6,3.4,3.428571428571
T0337,0,2,3.625,1,56,1,16.0, ,1.4,2.8,3.428571428571
T0337,0,3,4.0,1,56,1,12.0, ,1.8,4.0,3.428571428571
T0337,0,4,3.875,1,56,1,13.0, ,1.6,3.0,3
T0338,1,1,-8.0,1,56,1,7.0,4,2.0,2.2,4
T0338,1,2,4.5,1,56,1,9.0,6,2.0,2.0,4
T0338,1,3,4.5,1,56,1,6.0,4,2.4,2.8,4
T0338,1,4,-8.0,1,56,1,8.0,4,1.8,2.2,3.666666666667
T0339,1,1,3.25,2,21,1,13.0,7,2.6,2.0,3.666666666667
T0339,1,2,3.5,2,21,1,13.0,9,2.4,2.4,4
T0339,1,3,2.75,2,21,1,18.0,14,2.4,4.0,3.333333333333
T0339,1,4,-8.0,2,21,1,10.0,8,3.2,2.0,3.666666666667
T0340,1,1,3.0,2,21,1,13.0,9,2.2,2.8,3.571428571429
T0340,1,2,3.75,2,21,1,11.0,11,2.0,2.8,3.333333333333
T0340,1,3,3.0,2,21,1,10.0,12,2.0,4.0,-8
T0340,1,4,3.25,2,21,1,19.0,14,2.2,3.8,3
T0341,1,1,3.75,2,21,1,7.0,10,2.0,3.2,3.5
T0341,1,2,4.25,2,21,1,10.0,9,2.0,2.8,3.5
T0341,1,3,4.0,2,21,1,7.0,9,2.2,3.6,3
T0341,1,4,3.375,2,21,1,14.0,9,2.2,4.0,3
T0342,1,1,3.125,2,21,1,12.0,9,2.2,4.8,3
T0342,1,2,3.5,2,21,1,13.0,8,2.2,3.6,3
T0342,1,3,-8.0,2,21,1,11.0,10,2.2,5.0,4
T0342,1,4,3.625,2,21,1,11.0,7,2.0,3.2,4
T0343,1,1,3.25,2,21,1,9.0,10,2.0,4.2,3.285714285714
T0343,1,2,3.5,2,21,1,13.0,9,2.0,4.2,3.857142857143
T0343,1,3,3.75,2,21,1,9.0,5,2.0,4.0,3.714285714286
T0343,1,4,4.25,2,21,1,9.0,7,2.0,2.0,3.857142857143
T0344,1,1,2.5,2,21,1,11.0,7,1.8,5.0,3.285714285714
T0344,1,2,3.25,2,21,1,6.0,6,1.8,4.0,3.428571428571
T0344,1,3,2.875,2,21,1,6.0,5,2.2,4.0,3.428571428571
T0344,1,4,3.25,2,21,1,7.0,6,1.8,4.0,3.285714285714
T0345,0,1,2.875,2,21,1,13.0, ,3.0,4.6,4
T0345,0,4,4.5,2,21,1,12.0, ,2.0,2.4,3.857142857143
T0346,1,1,3.75,2,21,1,8.0,6,2.0,3.4,3.5
T0347,1,1,2.875,2,21,1,11.0,9,2.2,4.0,2.666666666667
T0348,0,1,3.375,2,21,1,11.0, ,2.8,5.0,3.142857142857
T0348,0,2,3.625,2,21,1,14.0, ,3.0,2.8,3.571428571429
T0348,0,3,3.625,2,21,1,13.0, ,2.8,3.8,3.428571428571
T0348,0,4,4.125,2,21,1,10.0, ,2.4,3.2,3.666666666667
T0349,1,1,-8.0,2,21,1,9.0,9,2.0,4.0,3.333333333333
T0349,1,2,3.125,2,21,1,15.0,12,1.6,4.4,3
T0349,1,3,3.125,2,21,1,12.0,10,1.4,4.0,3
T0350,0,1,3.875,2,21,1,11.0, ,1.8,4.2,3.142857142857
T0350,0,2,3.75,2,21,1,11.0, ,2.0,3.2,3.285714285714
T0350,0,3,4.5,2,21,1,9.0, ,2.2,2.4,3.714285714286
T0350,0,4,4.0,2,21,1,10.0, ,2.0,2.4,3.428571428571
T0351,0,1,3.375,1,56,1,12.0, ,2.2,3.4,3.142857142857
T0351,0,2,3.125,1,56,1,10.0, ,2.0,2.8,3.714285714286
T0351,0,3,3.375,1,56,1,9.0, ,2.0,3.0,3.285714285714
T0351,0,4,3.5,1,56,1,8.0, ,2.0,2.8,3.714285714286
T0352,0,1,3.625,1,56,1,9.0, ,2.0,3.0,3.571428571429
T0352,0,2,3.5,1,56,1,11.0, ,2.0,2.2,3.857142857143
T0352,0,3,3.625,1,56,1,10.0, ,2.2,2.0,3.428571428571
T0352,0,4,3.75,1,56,1,8.0, ,2.0,2.2,4.142857142857
T0353,0,1,-8.0,1,29,1,15.0, ,2.2,3.4,3.857142857143
T0353,0,2,4.625,1,29,1,12.0, ,2.0,2.2,3.857142857143
T0353,0,3,-8.0,1,29,1,11.0, ,1.2,2.0,4.285714285714
T0353,0,4,4.625,1,29,1,12.0, ,2.0,2.2,4.285714285714
T0354,1,1,3.625,1,29,1,12.0,8,2.0,2.8,3.5
T0354,1,2,4.125,1,29,1,12.0,8,2.0,2.4,3.5
T0354,1,3,4.625,1,29,1,9.0,7,2.0,2.4,2
T0355,1,1,4.5,1,29,1,11.0,7,2.0,4.0,3.571428571429
T0355,1,2,5.0,1,29,1,10.0,7,1.4,2.4,4.142857142857
T0355,1,3,4.5,1,29,1,8.0,8,2.0,2.0,4.142857142857
T0355,1,4,4.625,1,29,1,9.0,8,1.2,2.0,3.857142857143
T0356,1,1,4.125,1,29,1,11.0,8,2.0,2.4,3.428571428571
T0356,1,2,4.5,1,29,1,10.0,7,2.0,2.0,4.857142857143
T0356,1,3,4.375,1,29,1,10.0,8,2.0,2.0,-8
T0356,1,4,4.5,1,29,1,8.0,6,2.0,2.0,4
T0357,1,1,4.375,1,29,1,7.0,4,2.0,2.0,3.666666666667
T0357,1,2,4.75,1,29,1,7.0,6,2.0,2.2,4.333333333333
T0357,1,3,4.875,1,29,1,8.0,5,1.2,1.2,3.666666666667
T0357,1,4,4.75,1,29,1,7.0,4,1.4,1.8,4
T0358,1,1,3.625,1,29,1,9.0,5,2.2,2.4,4
T0358,1,2,4.375,1,29,1,11.0,7,2.0,2.4,3.333333333333
T0358,1,3,3.75,1,29,1,8.0,6,2.2,2.6,3.666666666667
T0358,1,4,4.0,1,29,1,9.0,5,2.0,2.4,4
T0359,0,1,3.25,1,29,1,9.0, ,1.4,3.4,3
T0359,0,2,4.125,1,29,1,9.0, ,2.2,3.4,3.666666666667
T0359,0,3,4.0,1,29,1,9.0, ,1.8,3.2,3.666666666667
T0359,0,4,4.0,1,29,1,9.0, ,2.6,3.0,4
T0360,1,1,4.5,1,29,1,10.0,7,2.0,2.2,3.5
T0360,1,2,4.75,1,29,1,14.0,10,2.0,2.2,3.571428571429
T0360,1,3,4.5,1,29,1,12.0,10,2.0,2.0,3.571428571429
T0360,1,4,4.75,1,29,1,8.0,12,2.0,2.4,3.857142857143
T0361,1,1,3.125,1,29,1,11.0,10,3.0,3.6,3.571428571429
T0361,1,2,3.875,1,29,1,12.0,9,2.0,3.6,-8
T0361,1,3,3.375,1,29,1,10.0,8,2.4,3.2,3.428571428571
T0361,1,4,3.125,1,29,1,10.0,9,2.0,4.0,3.571428571429
T0362,1,1,3.75,1,29,1,9.0,10,2.6,3.6,3.714285714286
T0362,1,2,-8.0,1,29,1,11.0,11,2.2,2.8,3.714285714286
T0362,1,3,-8.0,1,29,1,10.0,9,2.0,2.4,3.714285714286
T0362,1,4,3.375,1,29,1,12.0,11,2.8,3.6,3.571428571429
T0363,1,1,3.5,1,29,1,16.0,12,3.0,3.2,3.333333333333
T0364,1,1,3.5,1,29,1,17.0,13,2.2,4.4,2.5
T0364,1,2,3.375,1,29,1,13.0,6,2.2,3.6,3.5
T0364,1,3,3.75,1,29,1,10.0,6,2.0,3.0,3
T0364,1,4,4.125,1,29,1,10.0,8,1.2,3.4,3
T0365,0,1,4.125,1,29,1,6.0, ,3.4,2.8,3.714285714286
T0365,0,2,3.875,1,29,1,8.0, ,4.0,3.6,3.571428571429
T0365,0,3,3.875,1,29,1,14.0, ,3.2,3.6,3.285714285714
T0365,0,4,3.875,1,29,1,11.0, ,2.4,3.8,3
T0366,1,1,3.125,1,29,1,8.0,9,2.6,3.2,3.714285714286
T0366,1,2,3.375,1,29,1,8.0,9,2.0,2.2,3.857142857143
T0366,1,3,3.75,1,29,1,7.0,8,2.0,2.0,4.428571428571
T0366,1,4,3.375,1,29,1,7.0,7,2.0,2.8,4
T0367,1,1,4.0,1,29,1,17.0,12,2.4,3.8,4.571428571429
T0367,1,2,4.375,1,29,1,11.0,7,1.2,2.6,4.428571428571
T0367,1,3,4.5,1,29,1,10.0,8,2.2,3.8,4.285714285714
T0367,1,4,4.25,1,29,1,13.0,10,2.4,2.4,4.142857142857
T0368,1,1,3.25,1,29,1,8.0,7,2.0,3.4,2.666666666667
T0368,1,2,3.0,1,29,1,6.0,4,2.0,2.8,3
T0368,1,3,3.625,1,29,1,6.0,5,2.0,2.0,3.666666666667
T0368,1,4,-8.0,1,29,1,6.0,5,3.0,2.2,4
T0369,1,1,2.875,1,29,1,10.0,7,2.0,3.4,3
T0369,1,2,3.125,1,29,1,8.0,8,2.0,2.6,4
T0369,1,3,3.125,1,29,1,12.0,7,2.2,2.4,3.5
T0369,1,4,3.0,1,29,1,12.0,8,2.0,2.4,4
T0370,1,1,2.375,1,29,1,14.0,10,2.2,4.0,2.5
T0371,1,1,3.875,1,29,1,15.0,10,2.0,3.2,4.5
T0371,1,2,4.5,1,29,1,12.0,10,2.0,2.4,4
T0371,1,3,4.25,1,29,1,13.0,10,1.2,2.4,4
T0371,1,4,4.0,1,29,1,11.0,10,2.0,3.6,4
T0372,1,1,3.125,1,29,1,16.0,9,2.2,3.4,3.5
T0372,1,2,4.75,1,29,1,12.0,7,1.8,3.8,2.5
T0372,1,3,3.5,1,29,1,12.0,6,2.4,3.8,2.5
T0372,1,4,3.875,1,29,1,11.0,8,2.2,4.0,2
T0373,1,1,3.875,1,29,1,10.0,11,3.0,3.0,4.285714285714
T0373,1,3,4.375,1,29,1,10.0,9,2.2,2.2,3.714285714286
T0373,1,4,4.125,1,29,1,13.0,11,2.4,2.0,3.857142857143
T0374,0,1,4.5,2,26,1,8.0, ,1.4,2.0,4.571428571429
T0374,0,2,3.875,2,26,1,6.0, ,2.0,2.4,4
T0374,0,3,4.0,2,26,1,6.0, ,1.6,1.8,4
T0374,0,4,4.125,2,26,1,6.0, ,1.0,1.4,4
T0375,1,1,2.75,2,26,1,12.0,8,2.2,2.8,3.285714285714
T0375,1,2,2.625,2,26,1,10.0,7,2.0,3.2,3.142857142857
T0375,1,3,3.0,2,26,1,10.0,11,2.0,2.4,3.285714285714
T0375,1,4,3.0,2,26,1,11.0,9,2.2,3.4,3.571428571429
T0376,1,1,2.875,2,26,1,10.0,10,2.4,4.4,3.428571428571
T0376,1,3,3.125,2,26,1,9.0,8,2.4,3.2,4
T0377,0,1,4.25,2,24,1,10.0, ,1.4,5.0,3.857142857143
T0377,0,2,4.625,2,24,1,12.0, ,1.2,3.4,3.571428571429
T0377,0,3,-8.0,2,24,1,7.0, ,1.6,4.0,3.571428571429
T0377,0,4,-8.0,2,24,1,7.0, ,2.0,3.2,3.666666666667
T0378,0,1,2.375,2,26,1,6.0, ,2.0,3.2,3.714285714286
T0378,0,2,2.625,2,26,1,6.0, ,2.0,2.6,4.285714285714
T0378,0,3,2.75,2,26,1,6.0, ,2.2,3.2,4.142857142857
T0378,0,4,2.875,2,26,1,7.0, ,2.0,2.8,4.142857142857
T0379,1,1,3.625,2,26,1,7.0,5,1.6,1.2,4.142857142857
T0379,1,2,3.5,2,26,1,10.0,6,2.0,1.8,4
T0379,1,3,3.5,2,26,1,9.0,7,2.0,2.2,3.857142857143
T0379,1,4,4.25,2,26,1,7.0,7,2.0,2.0,3.857142857143
T0380,1,1,3.875,2,26,1,9.0,7,3.0,4.0,3.142857142857
T0380,1,2,4.5,2,26,1,8.0,6,2.0,2.0,4.142857142857
T0380,1,3,4.5,2,26,1,11.0,6,2.0,2.0,3.714285714286
T0380,1,4,4.5,2,26,1,10.0,5,2.8,2.8,4.142857142857
T0381,1,1,-8.0,2,26,1,8.4,5,2.0,2.0,4.285714285714
T0381,1,2,3.875,2,26,1,10.0,6,2.0,2.4,3.714285714286
T0381,1,3,4.625,2,26,1,8.0,5,2.0,2.2,4.285714285714
T0381,1,4,3.75,2,26,1,8.0,5,2.0,2.0,4
T0382,1,1,4.375,2,26,1,7.0,6,2.0,4.0,3.666666666667
T0382,1,2,4.125,2,26,1,6.0,4,1.4,2.2,4.333333333333
T0382,1,3,4.5,2,26,1,6.0,4,1.4,2.8,2
T0382,1,4,-8.0,2,26,1,6.0,4,1.8,2.2,1
T0383,0,1,2.75,2,26,1,9.0, ,3.8,4.0,3.428571428571
T0383,0,2,3.0,2,26,1,10.0, ,4.0,4.0,2.714285714286
T0383,0,3,2.75,2,26,1,12.0, ,2.6,2.2,3
T0383,0,4,2.875,2,26,1,8.0, ,2.4,2.4,3.571428571429
T0384,1,1,4.375,2,26,1,8.0,5,1.8,2.2,4.714285714286
T0385,1,1,3.625,2,26,1,10.0,8,3.4,3.6,-8
T0385,1,2,4.125,2,26,1,8.0,7,3.0,4.0,3.857142857143
T0385,1,3,3.75,2,26,1,8.0,9,3.0,4.0,3.571428571429
T0385,1,4,3.5,2,26,1,9.0,9,3.2,4.0,3.142857142857
T0386,0,1,4.625,2,24,1,10.0, ,2.6,3.8,2.666666666667
T0386,0,2,4.625,2,24,1,11.0, ,1.6,1.6,3.333333333333
T0386,0,3,4.375,2,24,1,9.0, ,2.2,2.6,3
T0386,0,4,4.375,2,24,1,9.0, ,1.6,2.2,3.333333333333
T0387,1,1,4.25,2,24,1,15.0,12,2.0,5.0,2.5
T0387,1,2,4.625,2,24,1,20.0,10,2.0,2.0,4
T0387,1,3,3.75,2,24,1,16.0,7,2.0,3.6,4
T0387,1,4,4.25,2,24,1,12.0,4,2.2,2.4,4
T0388,1,1,3.125,2,24,1,12.0,10,2.0,2.8,3
T0388,1,2,3.75,2,24,1,11.0,9,2.6,2.6,3.666666666667
T0388,1,3,3.25,2,24,1,11.0,10,2.4,2.8,3.333333333333
T0389,0,1,3.875,2,24,1,14.0, ,2.0,2.0,3.5
T0389,0,2,3.25,2,24,1,14.0, ,2.0,2.0,4
T0390,1,1,-8.0,2,24,1,6.0,10,2.4,3.2,4
T0390,1,2,4.125,2,24,1,10.0,10,3.2,4.6,3.428571428571
T0390,1,3,3.75,2,24,1,10.0,11,3.4,3.8,3.428571428571
T0390,1,4,3.625,2,24,1,14.0,14,3.0,2.2,3.714285714286
T0391,1,1,4.25,2,24,1,8.0,5,1.8,2.8,3.714285714286
T0391,1,2,4.5,2,24,1,8.0,5,1.8,2.0,3.714285714286
T0391,1,3,4.375,2,24,1,9.0,4,2.0,2.2,3.857142857143
T0391,1,4,4.25,2,24,1,9.0,4,2.4,2.6,3.857142857143
T0392,0,1,3.875,2,26,1,9.0, ,1.8,1.8,4.666666666667
T0392,0,2,4.125,2,26,1,8.0, ,1.6,1.4,4.333333333333
T0392,0,3,4.125,2,26,1,10.0, ,1.6,1.8,4.5
T0392,0,4,3.125,2,26,1,10.0, ,2.0,1.2,3.5
T0393,1,1,-8.0,2,26,1,12.0,7,2.4,2.4,4
T0393,1,2,4.5,2,26,1,10.0,7,2.0,2.0,4
T0393,1,3,-8.0,2,26,1,15.0,9,2.8,3.0,4
T0393,1,4,-8.0,2,26,1,9.0,8,2.2,2.2,4
T0394,1,1,-8.0,2,26,1,6.0,5,1.2,2.2,2.666666666667
T0394,1,2,4.5,2,26,1,6.0,5,2.0,2.4,3.666666666667
T0394,1,3,4.375,2,26,1,6.0,5,1.6,2.0,3.333333333333
T0394,1,4,4.5,2,26,1,6.0,4,2.0,2.4,3.333333333333
T0395,1,1,3.625,2,26,1,10.0,8,2.0,2.2,3.666666666667
T0395,1,2,4.25,2,26,1,8.0,7,2.0,2.2,3.666666666667
T0395,1,3,4.125,2,26,1,7.0,5,2.0,2.0,3
T0395,1,4,3.75,2,26,1,8.0,6,2.0,2.4,2.666666666667
T0396,1,1,3.625,2,26,1,8.0,5,2.0,3.0,-8
T0396,1,2,4.375,2,26,1,7.0,7,2.0,2.2,3.857142857143
T0396,1,3,4.125,2,26,1,6.0,6,2.0,2.0,4.285714285714
T0396,1,4,4.0,2,26,1,9.0,8,2.0,2.0,4.285714285714
T0397,1,1,3.5,2,26,1,14.0,12,2.0,2.8,3.428571428571
T0397,1,2,4.125,2,26,1,10.0,14,1.6,2.2,3.857142857143
T0397,1,3,4.125,2,26,1,11.0,9,1.2,2.8,4
T0397,1,4,3.75,2,26,1,12.0,12,1.2,4.0,2.333333333333
T0398,0,1,3.5,2,24,1,8.0, ,2.0,3.2,3
T0398,0,2,4.0,2,24,1,7.0, ,2.6,3.2,2.666666666667
T0399,1,1,4.125,2,24,1,7.0,5,1.6,2.2,3.285714285714
T0400,1,1,4.625,2,24,1,11.0,10,1.8,2.6,2.666666666667
T0401,1,1,4.75,2,24,1,8.0,9,1.0,1.4,4.142857142857
T0401,1,2,4.875,2,24,1,6.0,5,1.2,1.6,5
T0401,1,3,4.875,2,24,1,6.0,5,1.0,1.6,5
T0402,1,1,3.625,2,24,1,8.0,6,2.4,3.6,3.666666666667
T0402,1,2,4.25,2,24,1,7.0,4,2.0,2.6,3.333333333333
T0402,1,3,4.5,2,24,1,10.0,5,2.0,1.8,3.666666666667
T0402,1,4,4.5,2,24,1,8.0,6,2.0,2.6,3
T0403,1,1,4.25,2,24,1,11.0,7,1.2,3.4,3.5
T0403,1,2,4.625,2,24,1,9.0,10,1.2,2.2,4
T0403,1,3,4.375,2,24,1,9.0,10,1.2,2.6,3.5
T0403,1,4,4.125,2,24,1,8.0,8,1.0,2.0,3.5
T0404,0,1,2.875,2,26,1,12.0, ,1.8,4.2,3
T0404,0,2,3.0,2,26,1,18.0, ,1.6,3.8,3
T0404,0,3,3.0,2,26,1,14.0, ,1.8,4.8,2.857142857143
T0404,0,4,3.125,2,26,1,20.0, ,3.0,3.8,4.142857142857
T0405,1,1,2.75,2,26,1,13.0,10,3.0,4.2,3.285714285714
T0405,1,2,3.5,2,26,1,10.0,10,2.6,3.2,4.428571428571
T0405,1,3,-8.0,2,26,1,13.0,12,3.2,4.0,3.857142857143
T0405,1,4,2.75,2,26,1,16.0,11,2.2,2.8,3.428571428571
T0406,1,1,3.75,2,26,1,11.0,10,2.2,2.4,3
T0407,1,1,2.25,2,26,1,13.0,11,1.2,4.6,3.333333333333
T0407,1,2,-8.0,2,26,1,14.0,11,1.2,3.8,3.333333333333
T0407,1,3,3.625,2,26,1,13.0,14,1.8,4.0,3
T0407,1,4,3.75,2,26,1,19.0,13,1.2,3.2,4
T0408,1,1,3.25,2,26,1,23.0,15,2.2,4.4,2.666666666667
T0408,1,2,4.0,2,26,1,14.0,14,2.4,3.4,3.5
T0408,1,3,3.875,2,26,1,13.0,12,2.0,3.0,3.5
T0408,1,4,4.625,2,26,1,12.0,14,2.4,2.6,4
T0409,1,1,3.125,2,26,1,9.0,4,1.0,4.0,2.5
T0409,1,2,2.5,2,26,1,11.0,5,1.0,3.0,3.5
T0409,1,3,2.625,2,26,1,14.0,10,1.2,3.8,3
T0409,1,4,3.625,2,26,1,9.0,6,1.6,2.8,3.5
T0410,1,1,3.75,2,26,1,9.0,9,2.0,2.2,3.333333333333
T0410,1,2,3.75,2,26,1,6.0,7,2.0,2.6,3.333333333333
T0410,1,3,3.375,2,26,1,7.0,9,2.2,2.8,3.666666666667
T0410,1,4,3.75,2,26,1,8.0,8,2.4,3.0,3.666666666667
T0411,1,1,3.25,2,26,1,6.0,6,1.8,2.2,4
T0411,1,2,3.5,2,26,1,8.0,5,1.0,1.6,1.666666666667
T0411,1,3,3.625,2,26,1,6.0,4,1.6,2.2,4
T0411,1,4,2.25,2,26,1,9.0,5,1.8,3.2,4
T0412,0,1,2.75,2,26,1,8.0, ,2.4,3.4,3.285714285714
T0412,0,2,3.75,2,26,1,9.0, ,2.0,2.8,3.571428571429
T0412,0,3,3.125,2,26,1,10.0, ,2.2,3.0,3.285714285714
T0412,0,4,3.5,2,26,1,8.0, ,2.0,2.2,3.571428571429
T0413,1,1,3.5,2,26,1,9.0,11,2.8,2.6,3.333333333333
T0413,1,2,3.875,2,26,1,9.0,5,2.2,2.0,3.666666666667
T0413,1,3,4.25,2,26,1,8.0,4,2.0,2.0,4
T0413,1,4,4.0,2,26,1,8.0,5,2.0,2.0,5
T0414,1,1,2.0,2,26,1,9.0,6,2.2,2.0,1.5
T0414,1,2,3.125,2,26,1,18.0,10,2.0,2.4,2.5
T0415,1,1,3.375,2,26,1,10.0,8,2.8,2.8,3.666666666667
T0415,1,2,3.5,2,26,1,9.0,9,2.6,2.8,3.666666666667
T0415,1,3,4.0,2,26,1,10.0,8,2.4,3.2,4
T0415,1,4,3.375,2,26,1,11.0,7,2.0,3.2,3.333333333333
T0416,1,1,2.625,2,26,1,11.0,9,2.2,3.6,3.142857142857
T0416,1,2,2.75,2,26,1,13.0,11,2.0,4.0,3.571428571429
T0416,1,3,2.25,2,26,1,11.0,11,2.2,4.0,3
T0416,1,4,3.125,2,26,1,12.0,13,2.8,4.2,3.142857142857
T0417,0,1,4.125,2,26,1,12.0, ,2.0,3.0,4.571428571429
T0417,0,2,3.5,2,26,1,23.0, ,1.0,5.0,3.142857142857
T0417,0,3,3.75,2,26,1,13.0, ,1.2,4.8,3.285714285714
T0417,0,4,3.375,2,26,1,9.0, ,2.0,3.0,4.428571428571
T0418,1,1,4.125,2,26,1,10.0,7,1.8,2.8,3.285714285714
T0418,1,2,5.0,2,26,1,8.0,7,1.4,2.6,3.857142857143
T0418,1,3,5.0,2,26,1,12.0,7,2.0,2.4,4
T0418,1,4,4.625,2,26,1,10.0,5,1.2,2.2,3.428571428571
T0419,1,1,4.5,2,26,1,6.0,5,2.0,2.0,3
T0419,1,2,4.5,2,26,1,7.0,4,2.0,2.0,2
T0419,1,3,5.0,2,26,1,6.0,4,1.0,1.0,5
T0419,1,4,4.5,2,26,1,6.0,5,3.0,3.0,3
T0420,1,1,3.5,2,26,1,13.0,11,2.0,4.2,3.571428571429
T0420,1,2,3.125,2,26,1,10.0,9,1.6,4.4,3.285714285714
T0420,1,3,4.25,2,26,1,8.0,6,2.0,2.8,4
T0420,1,4,4.375,2,26,1,7.0,6,2.0,3.8,4
T0421,1,1,3.0,2,26,1,18.0,15,2.0,2.0,3.285714285714
T0421,1,2,3.25,2,26,1,16.0,10,4.0,3.0,3
